FIC,Non_FIC
,8
,2
,18
,11346
,1001
,151
,8
,108
,1
,1220
,3296
,2
,1299
,33
,1623
,3
,24
,17
,3
,15
,18
,35
,85
,4
,0
,3
,10
,9
,242
,4833
,3305
,12
,13
,7
,15
,7
,0
,2
,16
,4546
,30
,23
,3
,35
,10
,4
,3
,9
,49
,6
,9
,15
,4
,3
,0
,3
,10
,0
,5
,0
,0
,3
,1
,15
,374
,30
,20
,314
,44
,598
,1
,21
,0
,1
,9
,46
,596
,32
,1
,5
,2847
,1512
,764
,2081
,2239
,4244
,12937
,75
,0
,860
,0
,0
,0
,0
,554
,0
,10
,8
,0
,2
,0
,17
,2
,0
,11
,414
,3
,379
,500
,1
,142
,4
,9
,3
,2
,0
,6
,794
,380
,428
,181
,228
,2
,114
,717
,0
,2
,0
,3
,15
,19
,2
,11
,47
,0
,2
,1
,1225
,13
,975
,89
,398
,145
,381
,708
,0
,6
,9
,5
,7
,1
,3
,11
,4
,2
,0
,7
,3
,82
,523
,4
,14
,15
,0
,58
,0
,32
,6
,8
,13
,110
,6
,338
,32
,100
,10
,850
,666
,100
,415
,20
,1
,1
,2
,2
,5
,0
,2
,2
,0
,70
,22
,5
,16
,27
,0
,1
,7
,2
,3
,5
,7
,18
,11
,1
,43
,1
,1105
,1173
,813
,2491
,5
,783
,2
,0
,0
,8683
,1213
,971
,12521
,13040
,1408
,567
,12
,230
,7
,20
,391
,17
,17058
,3
,5
,2336
,2064
,14735
,55
,94
,139
,5191
,1426
,40
,1356
,6022
,478
,6883
,0
,92
,866
,24156
,785
,161
,1207
,77963
,9766
,3058
,3163
,1050
,10
,1
,0
,3212
,230
,62
,1
,650
,7
,492
,1224
,3278
,4933
,8699
,7
,2
,750
,993
,3053
,3
,1
,1374
,0
,7
,3442
,11372
,0
,4927
,28116
,2620
,15
,553
,325
,2642
,5174
,54
,11810
,7
,28886
,5
,1577
,1323
,0
,1238
,1630
,521
,10779
,3
,7970
,6
,0
,4
,33950
,1
,0
,502
,0
,1
,2
,0
,2
,1128
,6
,16
,1
,1
,5580
