FIC,Non_FIC
11.00,3.01
4.41,1.63
1.65,21.00
4.70,2.75
3.51,1.91
2.81,3.33
1.63,1.00
4.00,8.20
2.25,3.00
1.00,3.04
2.25,7.41
41.33,17.50
3.50,3.10
1.73,2.00
3.91,9.33
6.00,5.00
3.57,2.00
4.38,1.50
1.42,6.06
4.00,1.90
2.67,4.33
3.37,1.71
9.25,12.86
1.00,3.92
2.83,7.00
1.17,5.40
4.66,6.00
1.64,2.00
3.00,7.00
6.77,17.50
3.00,5.00
2.00,5.40
3.92,2.03
2.00,1.83
2.00,8.00
2.75,5.40
2.14,2.00
4.00,7.00
1.00,3.50
2.15,12.00
2.83,1.00
4.42,2.00
6.00,1.50
11.88,2.20
3.41,5.94
1.00,1.00
10.33,1.00
3.67,1.00
2.07,1.00
3.75,1.00
9.00,3.00
3.67,1.00
2.25,3.00
1.00,1.00
2.25,3.59
2.25,1.00
2.50,8.00
1.00,3.50
1.33,3.00
2.00,6.00
5.00,1.00
1.00,3.00
6.22,3.00
2.59,1.33
3.50,1.00
4.44,11.50
3.00,1.50
1.58,1.00
1.00,2.92
3.11,2.00
4.00,7.00
9.00,4.35
3.00,3.74
2.00,4.00
9.50,2.00
5.70,3.65
3.02,3.00
5.67,3.00
1.50,1.00
2.89,15.00
2.51,1.00
1.00,4.00
2.79,3.55
4.18,9.00
2.85,3.66
1.50,8.00
9.67,8.00
1.00,1.00
5.50,2.00
6.00,4.12
1.00,1.00
5.00,4.00
4.17,22.00
4.00,1.75
4.17,5.00
2.17,6.00
3.50,2.00
2.00,3.50
2.25,1.00
1.50,16.00
3.20,1.50
1.75,18.00
6.11,2.50
4.00,4.00
3.00,1.00
5.00,1.60
5.19,4.00
8.17,1.00
2.08,5.75
2.90,4.00
6.00,2.50
16.67,3.17
8.00,2.00
4.00,2.00
4.20,2.50
2.50,5.50
12.00,2.00
5.20,2.00
2.95,5.00
3.87,22.00
9.75,1.00
8.65,1.00
4.50,5.00
8.04,8.17
1.00,1.67
1.50,6.50
5.22,18.00
1.00,17.50
2.70,3.67
2.39,4.50
1.33,7.33
1.06,1.64
6.63,3.00
3.08,7.00
6.78,5.83
2.50,7.00
9.71,9.00
12.43,1.50
3.94,5.00
9.22,6.33
3.85,4.00
2.51,16.50
6.00,4.00
3.03,4.50
6.00,16.00
1.96,1.00
4.10,2.33
6.04,5.67
3.60,2.12
2.50,3.00
3.94,2.25
7.20,1.43
5.00,1.00
7.83,1.65
8.03,8.00
3.23,7.00
3.31,3.00
2.00,1.17
4.00,3.83
5.48,2.45
2.94,1.00
1.63,1.00
1.91,3.00
6.67,4.40
13.50,4.75
5.50,3.00
1.50,1.00
3.33,4.00
7.00,9.50
1.00,4.00
4.57,2.38
2.70,2.00
1.50,9.00
1.00,9.00
2.50,4.25
2.00,3.50
2.69,6.00
2.71,1.40
3.18,4.50
1.00,1.73
2.56,4.50
3.32,2.00
1.56,7.29
7.75,2.00
3.00,2.00
2.77,1.50
9.10,1.00
18.55,3.00
6.00,3.00
6.88,2.89
2.80,1.00
2.00,8.00
3.67,8.00
1.17,2.50
2.32,3.00
1.86,3.67
5.61,1.85
1.85,3.75
3.00,3.75
4.22,4.92
1.00,4.88
3.39,6.65
3.12,5.00
2.50,2.00
4.00,2.33
1.00,1.67
1.00,4.00
1.80,3.00
2.25,1.00
1.94,3.64
10.00,10.00
2.00,3.79
4.00,1.60
2.65,9.50
2.33,2.33
5.92,5.25
3.48,12.00
2.50,2.00
3.33,7.00
4.50,5.50
5.79,2.56
1.81,1.00
4.00,3.00
2.25,2.80
3.67,2.50
3.27,8.00
3.67,1.00
1.58,6.67
2.25,1.00
2.43,8.00
2.02,2.50
2.00,3.67
2.34,2.00
1.36,1.85
2.81,4.92
4.38,4.00
2.12,10.00
2.50,3.79
2.44,12.00
2.00,6.67
1.74,1.67
37.00,5.25
4.86,6.00
9.17,12.08
1.50,19.00
2.73,1.00
2.42,4.33
19.75,2.00
6.85,1.67
1.25,1.00
1.11,1.38
2.89,3.00
6.63,2.15
19.00,3.75
9.24,3.29
15.17,2.00
13.67,4.73
4.71,2.50
8.75,3.33
6.50,1.82
3.17,1.50
3.73,1.00
2.54,9.00
3.76,1.00
5.11,2.33
2.10,11.00
1.30,4.00
5.00,3.00
1.00,3.47
5.25,6.00
3.00,2.25
9.75,2.00
3.65,21.67
3.50,4.44
2.50,4.33
5.90,1.00
3.62,12.00
4.33,2.67
3.00,2.59
6.42,7.80
3.46,3.00
3.70,6.50
4.00,7.00
2.50,2.00
8.00,10.50
4.70,1.00
1.00,14.00
2.00,13.00
3.59,9.00
3.00,11.50
2.44,2.50
4.17,10.00
3.43,1.60
2.62,1.00
2.50,1.50
2.11,4.33
9.33,3.00
2.83,1.00
2.50,1.00
2.00,3.00
1.00,1.00
3.14,2.75
1.58,1.00
2.83,1.75
1.50,3.25
20.00,2.00
2.86,1.00
2.67,1.00
4.00,12.00
3.22,1.00
9.82,1.00
3.72,2.07
6.50,2.00
7.51,1.50
2.45,1.00
2.89,2.07
4.67,3.00
9.40,2.00
5.38,1.00
2.70,1.00
2.33,19.00
1.33,4.00
1.86,2.50
7.18,1.50
1.00,7.00
4.32,3.00
1.50,5.25
1.75,3.33
2.00,1.00
3.90,10.00
2.67,9.00
8.23,3.00
3.27,1.00
1.58,3.00
62.00,1.00
2.67,16.00
2.25,5.00
2.81,3.00
3.99,2.50
2.06,2.67
3.27,30.00
5.60,3.00
6.67,4.00
3.86,4.00
2.00,3.75
2.09,2.25
2.50,1.00
4.00,4.98
2.64,1.33
1.50,1.58
1.45,18.00
10.54,7.00
1.19,1.67
2.00,1.75
2.28,1.00
2.97,2.83
3.27,5.00
3.20,3.67
1.90,4.00
4.95,3.00
3.46,2.00
1.32,1.00
3.00,1.00
3.08,5.33
1.50,4.00
3.02,3.17
2.25,1.00
2.00,1.00
4.90,4.27
1.67,2.00
3.53,1.00
2.78,6.00
2.69,2.50
1.00,2.00
2.88,6.75
1.00,7.05
2.71,1.50
2.50,3.00
25.67,1.50
2.34,1.00
2.28,14.80
5.73,2.00
2.34,2.33
2.17,3.80
3.49,2.22
1.56,3.67
3.33,1.50
2.52,2.50
4.50,10.00
2.57,2.50
2.02,2.00
5.50,1.00
5.21,3.00
2.46,2.00
17.00,7.00
5.38,1.00
3.23,12.33
2.50,2.00
2.90,1.20
2.01,4.00
6.67,9.00
2.75,1.59
3.00,2.00
2.50,4.50
5.56,3.15
2.00,10.00
1.20,4.00
1.90,11.19
12.98,2.50
4.00,3.00
1.12,1.00
1.00,1.00
1.50,1.50
4.00,1.00
3.50,15.50
3.10,3.00
2.67,3.25
3.67,7.25
4.50,2.00
2.00,9.50
36.00,4.60
3.00,5.29
1.67,3.00
3.89,1.00
1.00,6.00
4.17,2.71
2.12,3.70
6.10,1.00
10.00,3.00
5.09,3.00
2.89,4.00
3.80,4.00
4.44,5.00
2.00,1.50
4.25,7.10
2.00,5.50
2.28,2.00
3.77,3.00
5.00,6.66
6.17,1.00
2.10,2.83
2.00,3.50
2.00,6.00
5.20,6.50
7.50,17.00
1.50,7.75
2.70,7.67
4.60,1.60
4.08,2.00
1.00,3.00
2.17,3.50
4.21,4.50
2.00,2.00
1.70,4.27
