FIC,Non_FIC
,14
,1287
,63
,84
,1
,789
,144
,501
,79
,926
,141
,8
,1018
,811
,2376
,486
,1
,25
,84
,50
,20
,1225
,15
,107
,713
,7
,108
,724
,573
,258
,388
,106
,21
,2
,1201
,57
,93
,1705
,1399
,495
,68
,5
,200
,109
,0
,1
,10
,1
,130
,17
,56
,186
,656
,387
,55
,208
,250
,1238
,45
,13
,42
,26
,11
,446
,844
,0
,32
,25
,140
,1
,20
,6
,874
,34
,161
,315
,1022
,185
,129
,66
,155
,2
,162
,318
,313
,17
,99
,65
,119
,53
,58
,27
,404
,200
,89
,357
,93
,128
,171
,915
,37
,30
,20
,65
,44
,44
,47
,297
,20
,798
,14
,8
,269
,123
,6
,74
,321
,2511
,11
,981
,4
,2
,1
,132
,1351
,13
,134
,213
,114
,21
,96
,1005
,82
,162
,44
,57
,6
,121
,31
,158
,152
,81
,215
,210
,0
,6
,36
,84
,88
,240
,7
,440
,76
,161
,517
,3
,10
,222
,130
,538
,130
,1
,4
,9
,305
,25
,235
,10
,9
,543
,55
,17
,77
,4091
,118
,644
,514
,973
,3069
,42
,744
,1132
,180
,711
,31
,178
,1
,7
,188
,87
,59
,2
,1
,27
,23
,11
,32
,22
,8
,27
,5
,423
,0
,0
,294
,617
,56
,38
,4
,149
,2
,726
,257
,13
,678
,178
,34
,0
,265
,10
,124
,40
,101
,183
,4
,0
,18
,644
,752
,2271
,7
,566
,0
,13
,40
,1144
,16
,88
,1110
,57
,265
,26
,69
,2
,5
,23
,1145
,8
,30
,6
,3
,26
,138
,37
,7
,1140
,8
,171
,77
,54
,138
,1
,103
,6
,837
,0
,60
